,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,517.0,78,70,91,78,60,58
Inventory Days,,,,,20,,
Days Payable,,,,,191,,
Cash Conversion Cycle,517.0,78,70,91,-93,60,58
Working Capital Days,435.0,46,70,78,87,47,25
ROCE %,,18,20,13,2,23,31
