,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.06,0.09,0.12,0.06,0.05,0.03,0.10,0.04,0.04,0.04,0.08,0.05,0.08
Operating Profit,-0.06,-0.09,-0.12,-0.06,-0.05,-0.03,-0.10,-0.04,-0.04,-0.04,-0.08,-0.05,-0.08
OPM %,,,,,,,,,,,,,
Other Income,0.00,0.29,0.05,0.04,0.07,0.04,0.07,0.04,0.04,0.04,0.06,0.05,0.05
Interest,0.02,0.02,0.02,0.00,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Depreciation,0.03,0.03,0.03,0.02,0.01,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Profit before tax,-0.11,0.15,-0.12,-0.04,-0.01,0.0,-0.04,-0.01,-0.01,-0.01,-0.03,-0.01,-0.04
Tax %,18.18,26.67,33.33,-25.00,200.00,,25.00,400.00,0.00,0.00,33.33,0.00,25.00
Net Profit,-0.09,0.13,-0.09,-0.05,0.01,-0.03,-0.04,0.02,-0.01,-0.01,-0.02,-0.01,-0.03
EPS in Rs,-0.14,0.20,-0.14,-0.08,0.02,-0.05,-0.06,0.03,-0.02,-0.02,-0.03,-0.02,-0.05
