,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,3.58,54.85,192.75,17.53,102.06,93.13,161.84,,,
Inventory Days,178.78,0.00,0.00,9.25,181.45,2.53,0.00,,,
Days Payable,234.64,,,10.16,222.59,4.44,,,,
Cash Conversion Cycle,-52.29,54.85,192.75,16.62,60.92,91.23,161.84,,,
Working Capital Days,1095.0,269.76,1133.96,96.21,287.07,349.96,506.87,,,
ROCE %,,1.22,1.99,0.66,3.66,5.08,13.38,1.01,-0.92,-0.14
