,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.53,-2.59,-0.38,-0.23,-0.27,-0.08,-0.95,-318.86,0.08,-0.28
Cash from Investing Activity,0.08,0.29,0.35,0.31,-0.42,0.34,0.87,356.83,0.5,0.19
Cash from Financing Activity,0.65,2.14,0.0,0.0,0.58,-0.27,0.17,-114.28,-0.38,-0.1
Net Cash Flow,0.2,-0.16,-0.03,0.08,-0.11,-0.02,0.1,-76.31,0.19,-0.2
