,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,11.78,17.46,16.66,16.85,4.28,0.03,0.00,-0.01,1.05,10.46,34.25,21.36,9.63
Expenses,11.05,17.06,16.74,16.19,4.75,0.42,0.14,0.13,1.17,9.79,33.48,22.82,10.40
Operating Profit,0.73,0.4,-0.08,0.66,-0.47,-0.39,-0.14,-0.14,-0.12,0.67,0.77,-1.46,-0.77
OPM %,6.2,2.29,-0.48,3.92,-10.98,-1300.0,,,-11.43,6.41,2.25,-6.84,-8.00
Other Income,-0.02,0.21,0.06,0.0,0.04,0.06,0.17,0.25,0.09,0.01,0.0,0.0,0.00
Interest,0.32,0.34,0.34,0.25,0.07,0.0,0.00,0.00,0.0,0.0,0.01,0.02,0.04
Depreciation,0.26,0.24,0.23,0.15,0.16,0.15,0.09,0.09,0.09,0.1,0.13,0.15,0.17
Profit before tax,0.13,0.03,-0.59,0.26,-0.66,-0.48,-0.06,0.02,-0.12,0.58,0.63,-1.63,-0.98
Tax %,7.69,0.0,30.51,30.77,30.3,0.0,0.00,0.00,91.67,32.76,28.57,25.77,
Net Profit,0.11,0.03,-0.41,0.18,-0.45,-0.48,-0.06,0.02,-0.01,0.39,0.46,-1.21,-0.55
EPS in Rs,0.21,0.06,-0.8,0.35,-0.88,-0.93,-0.12,0.04,-0.02,0.76,0.9,-2.35,-1.07
