,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,128,290,676,1075,474,1414,474,636,661
Cash from Investing Activity,-286,-575,-577,-545,-1769,-1259,-613,-762,-422
Cash from Financing Activity,70,386,94,-523,1129,733,-152,-335,-216
Net Cash Flow,-87,101,193,6,-166,888,-292,-461,22
