,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,85.0,85.0,75.0,75.0,75.0,75.0
FIIs,6.77,2.66,5.21,3.92,5.04,5.0
DIIs,5.76,9.41,14.69,14.92,12.02,12.43
Public,2.47,2.93,5.1,6.16,7.94,7.58
No. of Shareholders,47079.0,48320.0,54492.0,68082.0,87126.0,81789.0
