,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,6,6,6,16,16
Reserves,15,17,23,23,56
Borrowings,375,500,603,649,593
Other Liabilities,201,186,160,175,278
Total Liabilities,597,710,792,864,943
Fixed Assets,6,22,21,18,16
CWIP,0,0,0,0,0
Investments,0,0,1,0,9
Other Assets,591,688,770,846,918
Total Assets,597,710,792,864,943
