,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,35.0,87.0,240.0,273.0,306.0
Expenses,-20.0,20.0,153.0,141.0,155.0
Operating Profit,54.0,67.0,87.0,132.0,151.0
OPM %,157.0,77.0,36.0,48.0,49.0
Other Income,1.0,2.0,4.0,1.0,2.0
Interest,53.0,64.0,79.0,93.0,107.0
Depreciation,1.0,2.0,2.0,4.0,3.0
Profit before tax,2.0,2.0,9.0,36.0,43.0
Tax %,25.0,35.0,31.0,27.0,26.0
Net Profit,2.0,2.0,6.0,27.0,32.0
EPS in Rs,2.36,2.18,9.26,7.93,9.67
