,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-53,-32,-15,70,189
Cash from Investing Activity,-4,-15,-7,-21,-27
Cash from Financing Activity,59,45,27,-45,-156
Net Cash Flow,2,-2,5,4,6
