,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,87.0,157.0,129.0,151.0,166.0,218.0,152.0,135.0,85.0,178.0,135.0,120.0,133.0
Expenses,73.0,118.0,108.0,122.0,144.0,167.0,125.0,109.0,63.0,145.0,112.0,97.0,106.0
Operating Profit,14.0,39.0,21.0,29.0,22.0,51.0,28.0,26.0,23.0,33.0,23.0,22.0,27.0
OPM %,17.0,25.0,16.0,19.0,13.0,23.0,18.0,19.0,27.0,18.0,17.0,19.0,21.0
Other Income,1.0,18.0,3.0,4.0,9.0,6.0,6.0,6.0,8.0,7.0,-0.0,1.0,6.0
Interest,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
Profit before tax,15.0,56.0,22.0,32.0,29.0,55.0,33.0,31.0,28.0,39.0,21.0,23.0,32.0
Tax %,25.0,19.0,59.0,26.0,32.0,28.0,30.0,30.0,32.0,25.0,21.0,23.0,26.0
Net Profit,11.0,45.0,9.0,24.0,19.0,40.0,23.0,21.0,19.0,29.0,16.0,17.0,23.0
EPS in Rs,1.0,3.51,0.87,2.13,1.75,3.63,2.07,1.95,1.7,2.62,1.48,1.58,2.15
