,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,64.5,64.5,65.79,69.25,68.9,68.63,68.25,68.24,69.23
DIIs,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
Public,35.5,35.5,34.21,30.61,31.1,31.37,31.75,31.75,30.78
No. of Shareholders,10110.0,9422.0,8362.0,10977.0,9865.0,9756.0,9133.0,9522.0,9002.0
