,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,8,-2,8,0,12,8,24
Cash from Investing Activity,-4,-4,-12,-7,-3,-5,-14
Cash from Financing Activity,0,16,-10,5,-9,-3,-9
Net Cash Flow,3,11,-13,-1,0,0,1
