,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Reserves,-2.86,-3.04,-3.42,-3.62,-4.09,-2.91,-2.01,-1.49,-0.73,0.7000000000000001,1.17,1.67,1.92
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.08,0.0
Other Liabilities,2.83,2.97,0.65,1.03,1.36,1.13,0.92,1.59,1.86,2.11,1.04,1.19,1.36
Total Liabilities,4.97,4.93,2.23,2.41,2.27,3.22,3.91,5.17,6.13,7.81,7.21,7.94,8.28
Fixed Assets,1.9,1.84,1.58,1.42,0.73,0.72,2.25,1.99,1.91,1.86,2.07,2.0,1.96
CWIP,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Other Assets,3.07,3.08,0.64,0.98,1.53,1.69,1.65,3.17,4.21,5.94,5.13,5.93,6.31
Total Assets,4.97,4.93,2.23,2.41,2.27,3.22,3.91,5.17,6.13,7.81,7.21,7.94,8.28
