,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,695.0,496.0,613.0,643.0,938.0,778.0,881.0,971.0,1264.0,1304.0,1490.0,1488.0,1802.0
Expenses,631.0,467.0,652.0,615.0,898.0,792.0,885.0,930.0,1166.0,1250.0,1372.0,1310.0,1581.0
Operating Profit,64.0,29.0,-40.0,28.0,40.0,-14.0,-3.0,41.0,98.0,54.0,118.0,177.0,221.0
OPM %,9.0,6.0,-7.0,4.0,4.0,-2.0,-0.0,4.0,8.0,4.0,8.0,12.0,12.0
Other Income,9.0,3.0,7.0,16.0,15.0,13.0,8.0,7.0,12.0,5.0,246.0,11.0,9.0
Interest,7.0,8.0,5.0,7.0,9.0,12.0,13.0,14.0,20.0,17.0,18.0,18.0,16.0
Depreciation,46.0,45.0,43.0,41.0,45.0,50.0,55.0,57.0,61.0,60.0,63.0,63.0,67.0
Profit before tax,19.0,-21.0,-82.0,-3.0,1.0,-64.0,-63.0,-23.0,30.0,-18.0,284.0,107.0,147.0
Tax %,27.0,8.0,34.0,-35.0,195.0,33.0,32.0,29.0,36.0,14.0,48.0,36.0,36.0
Net Profit,14.0,-19.0,-54.0,-4.0,-1.0,-43.0,-43.0,-17.0,19.0,-16.0,147.0,69.0,94.0
EPS in Rs,10.65,-14.4,-40.73,-3.32,-0.81,-32.51,-32.46,-12.61,14.61,-11.83,111.25,52.06,71.24
