,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,22,22,22,22,22,22,22,22,22,22,24,24,24
Reserves,23,18,21,23,25,27,28,31,33,35,46,55,59
Borrowings,0,0,11,30,39,30,43,55,58,82,89,89,86
Other Liabilities,9,16,17,26,17,17,17,34,40,42,27,30,37
Total Liabilities,54,56,71,101,103,96,110,142,152,181,186,198,206
Fixed Assets,28,27,29,34,36,36,37,43,42,42,46,49,48
CWIP,3,3,4,0,0,0,1,0,2,2,3,1,1
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,23,26,38,67,67,60,72,98,109,137,138,147,157
Total Assets,54,56,71,101,103,96,110,142,152,181,186,198,206
