,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,80.78,67.7,47.48,69.43,66.74,57.48,53.38,86.36,98.26,85.32,62.6,79.9,96.84
Expenses,76.83,65.28,45.82,65.09,63.1,54.29,51.11,81.54,92.81,80.86,58.89,74.12,89.64
Operating Profit,3.95,2.42,1.66,4.34,3.64,3.19,2.27,4.82,5.45,4.46,3.71,5.78,7.2
OPM %,4.89,3.57,3.5,6.25,5.45,5.55,4.25,5.58,5.55,5.23,5.93,7.23,7.43
Other Income,0.07,0.41,1.31,0.01,0.02,0.57,0.47,1.45,0.13,1.53,0.36,0.17,0.42
Interest,1.28,1.04,2.05,1.44,1.5,1.9,1.3,1.56,2.12,2.43,2.47,2.31,2.52
Depreciation,0.84,0.86,0.88,0.88,1.0,0.96,1.03,0.97,1.09,1.06,1.13,1.15,1.18
Profit before tax,1.9,0.93,0.04,2.03,1.16,0.9,0.41,3.74,2.37,2.5,0.47,2.49,3.92
Tax %,27.89,27.96,675.0,28.08,27.59,27.78,-21.95,27.81,27.85,28.0,31.91,27.71,28.32
Net Profit,1.37,0.68,-0.23,1.47,0.83,0.65,0.51,2.7,1.71,1.81,0.33,1.8,2.81
EPS in Rs,0.62,0.31,-0.1,0.67,0.38,0.3,0.21,1.13,0.72,0.76,0.14,0.75,1.18
