,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,54.0,54.0,53.98,53.95
FIIs,10.67,8.94,8.8,8.75
DIIs,3.15,3.61,3.2,2.29
Public,32.18,33.46,33.99,35.0
No. of Shareholders,86097.0,86835.0,122785.0,136982.0
