,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,3,3,3,3,3,3,3,3,3,3,3,3
Reserves,19,20,22,24,27,32,38,42,46,51,59,67,70
Borrowings,33,38,44,54,56,57,55,59,47,45,62,43,31
Other Liabilities,13,15,26,18,20,24,22,21,23,19,23,19,29
Total Liabilities,68,76,95,100,106,116,118,124,119,119,147,133,133
Fixed Assets,20,19,19,21,25,24,24,27,32,32,37,37,36
CWIP,0,0,0,2,0,2,3,1,1,3,1,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,48,57,75,76,80,90,91,97,86,84,109,95,96
Total Assets,68,76,95,100,106,116,118,124,119,119,147,133,133
