,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,19,19,19,19,19,25
Reserves,-14,-11,-11,-7,5,49
Borrowings,13,14,18,16,14,13
Other Liabilities,9,6,7,5,7,14
Total Liabilities,27,28,33,33,45,101
Fixed Assets,15,17,16,17,18,18
CWIP,0,0,0,0,2,3
Investments,0,0,0,0,0,0
Other Assets,12,10,17,16,25,81
Total Assets,27,28,33,33,45,101
