,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,29.0,31,45,32,26
Inventory Days,112.0,124,231,101,93
Days Payable,190.0,160,158,52,33
Cash Conversion Cycle,-50.0,-5,118,81,86
Working Capital Days,-74.0,16,97,62,84
ROCE %,,22,3,22,53
