,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Reserves,26.16,27.93,29.3,29.58,30.25,26.27,26.57,10.06,-30.47,-35.69,-40.07,-44.38,-46.29
Borrowings,22.87,19.72,24.52,20.28,14.85,11.39,23.78,24.05,24.73,23.64,24.47,25.29,25.52
Other Liabilities,23.75,38.28,34.2,18.6,22.08,20.64,37.74,6.52,8.74,11.64,15.28,18.71,20.58
Total Liabilities,75.78,88.93,91.02,71.46,70.18,61.3,91.09,43.63,6.0,2.59,2.68,2.62,2.81
Fixed Assets,2.42,2.41,3.09,2.5700000000000003,2.31,2.08,1.91,1.67,1.54,1.43,1.35,1.28,1.25
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,3.6,3.6,3.6,3.6,3.6,0.88,1.01,1.0,0.25,0.55,0.32,0.03,0.02
Other Assets,69.76,82.92,84.33,65.29,64.27,58.34,88.17,40.96,4.21,0.61,1.01,1.31,1.54
Total Assets,75.78,88.93,91.02,71.46,70.18,61.3,91.09,43.63,6.0,2.59,2.68,2.62,2.81
