,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,66,63,55,39,68,81,82,53,82,102,73,77
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,66,63,55,39,68,81,82,53,82,102,73,77
Working Capital Days,-87,-73,-81,-8,-51,5,-548,-1581,-1994,-556,-865,-186
ROCE %,6,9,7,7,2,-7,-9,-13,-1,-9,-8,-17
