,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,51.13,51.07,51.14,51.18
FIIs,2.71,2.08,5.64,9.1
DIIs,6.23,4.29,16.12,18.71
Public,39.93,42.56,27.1,21.02
No. of Shareholders,130217.0,114152.0,82771.0,85552.0
