,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,109,110,84,164
Cash from Investing Activity,,,-43,-125,-57,-151
Cash from Financing Activity,,,-51,28,-30,-37
Net Cash Flow,,,15,14,-2,-23
