,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,18.66,21.75,23.12,25.71,30.2,37.61,41.55,44.19,45.06,45.5,37.62,37.7,37.51
Expenses,16.2,18.39,19.6,21.46,24.88,29.94,33.41,35.06,35.43,35.84,31.85,31.74,32.39
Operating Profit,2.46,3.36,3.52,4.25,5.32,7.67,8.14,9.13,9.63,9.66,5.77,5.96,5.12
OPM %,13.18,15.45,15.22,16.53,17.62,20.39,19.59,20.66,21.37,21.23,15.34,15.81,13.65
Other Income,0.17,0.02,0.2,0.04,0.1,0.06,0.81,0.23,0.07,0.05,0.21,0.17,0.35
Interest,0.04,0.03,0.16,0.26,0.46,0.57,0.67,0.62,0.72,0.95,1.12,1.33,1.16
Depreciation,1.05,1.09,1.13,1.16,1.23,1.25,1.4,1.64,1.96,1.74,1.87,2.11,2.17
Profit before tax,1.54,2.26,2.43,2.87,3.73,5.91,6.88,7.1,7.02,7.02,2.99,2.69,2.14
Tax %,22.73,28.32,32.51,27.18,30.03,30.63,25.58,26.62,24.07,25.21,40.13,32.34,27.1
Net Profit,1.19,1.62,1.64,2.09,2.61,4.1,5.12,5.21,5.33,5.25,1.79,1.82,1.56
EPS in Rs,1.28,1.74,1.76,2.25,2.81,4.41,5.51,5.6,5.73,5.65,1.95,1.96,1.68
