,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,13.27,13.27,13.27,13.27,13.27,13.27,16.33,16.34
Public,86.73,86.73,86.73,86.73,86.73,86.73,83.67,83.66
No. of Shareholders,2542.0,2627.0,2663.0,2363.0,9573.0,47308.0,46112.0,45902.0
