,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,81.28,86.4,91.2,92.39,89.78,93.08,93.08,93.08
FIIs,0.25,0.21,0.25,0.2,0.06,0.11,0.19,0.16
DIIs,14.22,10.36,6.68,4.47,4.25,2.76,2.86,2.84
Public,4.25,3.03,1.86,2.94,5.91,4.05,3.85,3.91
No. of Shareholders,139332.0,133337.0,139893.0,173416.0,331719.0,368939.0,415792.0,503897.0
