,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,48.73,48.73,50.21,44.48,44.48,44.48,44.48
Public,51.27,51.27,49.79,55.52,55.52,55.52,55.52
No. of Shareholders,246.0,220.0,194.0,184.0,173.0,170.0,187.0
