,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,18.69,105.11,173.5,64.8,103.15,86.65
Inventory Days,133.18,81.91,231.29,247.26,354.81,173.33
Days Payable,8.41,45.16,164.61,23.23,34.89,23.88
Cash Conversion Cycle,143.47,141.86,240.18,288.83,423.07,236.1
Working Capital Days,160.29,121.5,235.01,256.4,361.03,222.09
ROCE %,,6.4,5.34,4.91,4.35,8.92
