,2021-03-01,2022-03-01,2023-03-01
Debtor Days,67.0,9,7
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,67.0,9,7
Working Capital Days,-1236.0,-164,-126
ROCE %,,4,4
