,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,18,18,18,18,36,36
Reserves,81,80,102,136,222,289
Borrowings,40,139,240,446,676,838
Other Liabilities,22,61,49,177,322,234
Total Liabilities,161,298,409,777,1255,1397
Fixed Assets,84,213,244,482,801,859
CWIP,18,1,21,31,0,3
Investments,0,0,0,0,2,2
Other Assets,59,85,144,264,453,533
Total Assets,161,298,409,777,1255,1397
