,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-12-01
Promoters,51.1,51.47,52.69,54.52,54.81,53.08
FIIs,0.0,0.0,0.0,2.77,2.54,7.22
DIIs,3.25,0.0,0.0,0.0,0.0,2.25
Public,45.65,48.53,47.31,42.71,42.64,37.46
No. of Shareholders,691.0,699.0,703.0,9575.0,42512.0,71183.0
