,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,148,155,131,184,184,148,28,373
Cash from Investing Activity,-69,-75,-135,-230,-242,-118,-120,-148
Cash from Financing Activity,-82,-75,9,38,70,-31,84,-211
Net Cash Flow,-2,5,5,-9,12,0,-9,14
