,2019-03-01,2019-09-01,2022-03-01,2022-06-01
Promoters,75.0,60.77,57.53,57.53
FIIs,0.06,0.06,0.27,0.33
DIIs,8.96,8.98,19.93,19.95
Public,15.98,30.19,22.27,22.19
No. of Shareholders,8734.0,8905.0,16217.0,16195.0
