,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,36.53,36.53,36.53,36.53,36.53,36.53,30.16,28.77
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.65
Public,63.47,63.47,63.47,63.47,63.47,63.47,69.16,70.58
No. of Shareholders,831.0,836.0,815.0,784.0,806.0,1150.0,3208.0,5348.0
