,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,75.48,74.34,74.33,72.88,71.55,71.59,71.59
FIIs,5.77,8.03,11.71,11.45,15.42,14.95,16.31
DIIs,4.97,6.87,6.92,6.43,4.31,4.05,3.12
Public,13.77,10.76,7.03,9.24,8.72,9.41,9.0
No. of Shareholders,11268.0,10456.0,16915.0,40776.0,36124.0,40640.0,34732.0
