,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,2,2,8,8
Reserves,8,11,15,14,17
Borrowings,17,22,29,38,38
Other Liabilities,11,15,25,16,21
Total Liabilities,37,50,71,77,85
Fixed Assets,10,10,9,8,13
CWIP,0,0,2,5,0
Investments,0,0,0,0,0
Other Assets,28,41,61,64,72
Total Assets,37,50,71,77,85
