,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.52,0.29,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78
Reserves,2.15,2.15,5.59,5.66,5.63,5.86,5.76,5.87,5.63,5.74,6.24,5.48,5.52
Preference Capital,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Borrowings,1.0,1.26,3.63,0.78,1.28,1.41,0.52,1.28,1.28,1.56,28.71,6.87,7.46
Other Liabilities,0.72,0.24,0.14,1.78,1.87,2.8200000000000003,0.8,0.56,0.64,0.64,1.08,1.14,5.44
Total Liabilities,4.39,3.94,14.14,13.0,13.56,14.87,11.86,12.49,12.33,12.72,40.81,18.27,23.2
Fixed Assets,1.3,1.19,1.03,1.1,0.99,1.03,0.94,1.06,1.2,1.2,2.0,2.04,2.27
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.03,0.04,2.58,0.63,0.54,1.62,1.0,0.05,0.22,0.88,1.03,0.6900000000000001,0.7000000000000001
Other Assets,3.06,2.71,10.53,11.27,12.03,12.22,9.92,11.38,10.91,10.64,37.78,15.54,20.23
Total Assets,4.39,3.94,14.14,13.0,13.56,14.87,11.86,12.49,12.33,12.72,40.81,18.27,23.2
