,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.76,0,0,0.33,-0.38,0.68,-0.6000000000000001,-1.94,0.65,-0.6000000000000001,-25.49,25.34
Cash from Investing Activity,-0.27,0,0,2.25,-0.33,-0.5700000000000001,-5.89,1.43,-0.68,0.46,-0.03,1.92
Cash from Financing Activity,-0.55,0,0,-2.44,0.56,-0.07,6.49,0.64,-0.11,0.19,26.91,-21.97
Net Cash Flow,-0.06,0,0,0.14,-0.15,0.04,0.0,0.13,-0.14,0.05,1.39,5.29
