,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.0,0.09,-0.12,-0.29,-2.54,-0.47,-22.46,9.78,6.11
Cash from Investing Activity,-0.01,-0.02,0.0,0.0,-0.12,-0.06,-0.7000000000000001,-0.09,-0.09
Cash from Financing Activity,0.0,0.0,0.11,0.3,2.65,1.37,23.21,-10.29,-5.83
Net Cash Flow,0.0,0.06,-0.01,0.0,-0.02,0.84,0.05,-0.6000000000000001,0.18
