,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-05-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01,2023-12-01
Promoters,2.71,2.71,2.71,2.71,3.67,3.67,1.21,1.21,1.21,1.21,1.21,1.76
Public,97.29,97.29,97.29,97.29,96.33,96.33,98.8,98.79,98.79,98.79,98.79,98.24
No. of Shareholders,58.0,58.0,53.0,116.0,123.0,127.0,129.0,398.0,1643.0,4992.0,12623.0,46518.0
