,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-12-01
Promoters,32.35,32.35,21.36,21.36,2.71,3.67,1.21,1.76
Public,67.65,67.65,78.64,78.64,97.29,96.33,98.79,98.24
No. of Shareholders,125.0,97.0,84.0,76.0,58.0,123.0,1643.0,46518.0
