,2023-03-01,2023-06-01,2023-09-01
Sales,4.1,2.35,1.86
Expenses,4.93,2.32,1.78
Operating Profit,-0.83,0.03,0.08
OPM %,-20.24,1.28,4.3
Other Income,0.91,0.44,0.35
Interest,0.0,0.0,0.0
Depreciation,0.02,0.01,0.02
Profit before tax,0.06,0.46,0.41
Tax %,50.0,26.09,26.83
Net Profit,0.03,0.34,0.31
EPS in Rs,0.0,0.01,0.01
