,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,35.69,-9.54,-0.26,-2.23,-1.33
Cash from Investing Activity,-27.02,-44.68,-4.93,-7.68,-6.94
Cash from Financing Activity,0.32,0.16,-0.48,0.24,1.78
Net Cash Flow,8.99,-54.07,-5.67,-9.66,-6.5
