,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,4,4,4,4,4,4,4,4,4
Reserves,12,12,14,18,21,26,30,33,35,40,42,42,44
Borrowings,25,26,36,40,40,42,41,45,43,48,52,54,59
Other Liabilities,17,19,12,14,16,14,12,11,16,13,12,15,19
Total Liabilities,57,61,66,76,81,86,88,94,98,105,110,116,125
Fixed Assets,4,4,4,4,5,6,6,6,8,8,8,9,9
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,54,57,62,72,76,80,82,88,90,97,102,107,116
Total Assets,57,61,66,76,81,86,88,94,98,105,110,116,125
