,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,5994,7416,6012
Reserves,-1,68,-25,-112
Borrowings,0,1465,2942,2972
Other Liabilities,1,21,159,206
Total Liabilities,0,7549,10492,10482
Fixed Assets,0,7441,10117,10009
CWIP,0,0,0,0
Investments,0,0,0,0
Other Assets,0,108,375,473
Total Assets,0,7549,10492,10482
