,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,410.0,251,203,251,291,2847,2655,1642,17
Inventory Days,15.0,0,0,0,0,,,,
Days Payable,7.0,,,,,,,,
Cash Conversion Cycle,417.0,251,203,251,291,2847,2655,1642,17
Working Capital Days,708.0,471,697,823,1069,10548,9656,19262,149
ROCE %,,2,1,1,1,0,0,0,7
