,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,49.0,80.0,118.0,108.0,118.0
Expenses,40.0,65.0,92.0,86.0,91.0
Operating Profit,9.0,15.0,26.0,23.0,27.0
OPM %,18.0,19.0,22.0,21.0,23.0
Other Income,0.0,1.0,1.0,1.0,6.0
Interest,1.0,1.0,6.0,3.0,3.0
Depreciation,1.0,1.0,3.0,2.0,4.0
Profit before tax,7.0,14.0,18.0,19.0,26.0
Tax %,25.0,23.0,22.0,26.0,30.0
Net Profit,6.0,11.0,14.0,14.0,18.0
EPS in Rs,2.23,1.72,2.13,1.79,2.36
