,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,49.0,56,61,74
Inventory Days,97.0,175,208,191
Days Payable,85.0,70,44,38
Cash Conversion Cycle,62.0,161,226,227
Working Capital Days,48.0,127,162,170
ROCE %,,38,41,31
