,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,25,65,77
Reserves,36,63,84,77,447
Borrowings,57,79,116,123,74
Other Liabilities,52,32,40,46,43
Total Liabilities,145,174,265,311,641
Fixed Assets,54,59,60,65,86
CWIP,1,4,9,27,40
Investments,0,0,0,0,0
Other Assets,90,112,195,219,515
Total Assets,145,174,265,311,641
