,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,23,-9,-15,57
Cash from Investing Activity,3,-6,-9,-47
Cash from Financing Activity,-21,10,24,-8
Net Cash Flow,5,-4,-1,2
