,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.07,0.07,6.92,10.16
Reserves,0.48,2.61,13.15,42.27
Borrowings,9.18,9.24,11.24,11.46
Other Liabilities,11.33,15.46,13.78,14.79
Total Liabilities,21.06,27.38,45.09,78.68
Fixed Assets,1.1,1.52,1.55,10.78
CWIP,0.0,0.0,0.0,8.0
Investments,0.0,0.0,0.0,0.0
Other Assets,19.96,25.86,43.54,59.9
Total Assets,21.06,27.38,45.09,78.68
