,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-12-01
Promoters,31.19,27.13,27.13,30.0,29.99,24.42
FIIs,0.14,0.07,0.07,1.64,0.32,0.0
DIIs,0.22,0.22,0.21,0.22,0.22,0.18
Public,68.45,72.58,72.59,68.15,69.46,75.39
No. of Shareholders,8684.0,7860.0,8538.0,13816.0,14198.0,11199.0
