,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,246.0,247.0,284.0,335.0,421.0,464.0,479.0,381.0,340.0,256.0,298.0,268.0,299.0
Expenses,199.0,200.0,243.0,246.0,310.0,367.0,384.0,320.0,304.0,242.0,248.0,231.0,258.0
Operating Profit,47.0,47.0,41.0,89.0,112.0,97.0,94.0,60.0,36.0,14.0,50.0,37.0,41.0
OPM %,19.0,19.0,14.0,26.0,26.0,21.0,20.0,16.0,11.0,6.0,17.0,14.0,14.0
Other Income,14.0,32.0,-5.0,19.0,3.0,1.0,2.0,1.0,1.0,-19.0,1.0,3.0,0.0
Interest,6.0,5.0,7.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0
Depreciation,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,11.0,9.0,10.0
Profit before tax,46.0,65.0,20.0,97.0,103.0,87.0,84.0,50.0,25.0,-17.0,37.0,28.0,30.0
Tax %,37.0,22.0,78.0,29.0,31.0,31.0,23.0,23.0,25.0,-5.0,1.0,24.0,12.0
Net Profit,29.0,50.0,4.0,69.0,71.0,60.0,65.0,39.0,18.0,-18.0,36.0,22.0,26.0
EPS in Rs,2.58,4.49,0.4,6.17,6.32,5.36,5.78,3.45,1.65,-1.56,3.24,1.94,2.35
