,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,268.0,278.0,335.0,243.0,282.0,308.0,356.0,304.0,356.0,275.0,370.0,326.0,328.0
Expenses,211.0,220.0,264.0,200.0,231.0,253.0,283.0,264.0,294.0,227.0,291.0,267.0,260.0
Operating Profit,57.0,58.0,71.0,43.0,51.0,56.0,73.0,41.0,62.0,47.0,80.0,58.0,69.0
OPM %,21.0,21.0,21.0,18.0,18.0,18.0,21.0,13.0,17.0,17.0,22.0,18.0,21.0
Other Income,8.0,9.0,6.0,6.0,10.0,5.0,5.0,5.0,8.0,8.0,8.0,9.0,10.0
Interest,3.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0
Depreciation,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
Profit before tax,58.0,59.0,69.0,41.0,53.0,51.0,71.0,37.0,61.0,47.0,78.0,57.0,68.0
Tax %,23.0,27.0,23.0,23.0,23.0,25.0,24.0,24.0,22.0,22.0,24.0,25.0,23.0
Net Profit,44.0,43.0,53.0,32.0,41.0,38.0,54.0,28.0,48.0,37.0,60.0,43.0,52.0
EPS in Rs,21.18,20.61,25.81,15.49,19.83,18.46,26.14,13.67,23.17,17.95,29.28,21.08,25.75
