,2021-03-01,2022-03-01,2023-03-01
Debtor Days,76.0,87,29
Inventory Days,225.0,115,38
Days Payable,245.0,94,10
Cash Conversion Cycle,56.0,108,57
Working Capital Days,85.0,112,70
ROCE %,,1,6
