,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,11,11
Reserves,16,15,39,39
Borrowings,38,109,123,134
Other Liabilities,8,39,27,28
Total Liabilities,72,174,200,211
Fixed Assets,27,79,84,82
CWIP,0,0,1,2
Investments,0,0,1,0
Other Assets,45,94,115,127
Total Assets,72,174,200,211
