,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,19,19,19,19,19,19,19,19,19,19,19,19,19
Reserves,111,130,148,161,178,213,281,377,451,529,685,792,858
Borrowings,137,141,168,174,164,186,182,121,89,155,276,243,259
Other Liabilities,156,154,131,174,148,104,112,95,82,74,71,69,66
Total Liabilities,423,444,467,528,510,521,595,612,640,778,1050,1123,1202
Fixed Assets,110,127,190,198,192,189,187,208,213,207,197,250,254
CWIP,38,61,27,21,24,23,25,23,21,22,23,213,241
Investments,0,0,0,0,0,0,0,0,35,76,105,211,222
Other Assets,275,256,249,309,294,309,382,381,372,473,724,448,485
Total Assets,423,444,467,528,510,521,595,612,640,778,1050,1123,1202
