,2021-03-01,2022-03-01,2023-03-01
Debtor Days,54.0,45,52
Inventory Days,121.0,165,190
Days Payable,96.0,65,65
Cash Conversion Cycle,80.0,146,177
Working Capital Days,132.0,165,135
ROCE %,,11,17
