,2021-03-01,2022-03-01,2023-03-01
Equity Capital,1,16,16
Reserves,66,56,70
Borrowings,15,26,7
Other Liabilities,22,21,18
Total Liabilities,104,119,110
Fixed Assets,41,44,43
CWIP,0,0,0
Investments,0,0,0
Other Assets,63,74,66
Total Assets,104,119,110
