,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,9,9,9,9,9,9,9,9,9,9,9,9
Reserves,619,655,640,646,747,853,780,725,718,700,725,833,895
Borrowings,700,592,465,334,602,538,539,445,312,197,167,183,336
Other Liabilities,133,121,103,112,139,144,117,66,54,52,64,96,105
Total Liabilities,1461,1376,1217,1100,1496,1543,1445,1244,1092,958,964,1121,1344
Fixed Assets,1186,1090,1005,891,1251,1291,1254,1108,961,833,769,858,1023
CWIP,14,0,0,18,5,0,4,0,0,0,0,7,12
Investments,0,0,0,7,8,15,0,0,0,12,30,36,51
Other Assets,261,285,212,185,233,237,188,136,131,113,165,220,259
Total Assets,1461,1376,1217,1100,1496,1543,1445,1244,1092,958,964,1121,1344
