,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,166,241,222,146,107,109,215,95,70,92,86,79
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,166,241,222,146,107,109,215,95,70,92,86,79
Working Capital Days,-122,11,-70,63,10,42,72,-16,-27,89,100,87
ROCE %,17,9,2,6,20,16,-4,-4,1,-2,6,15
