,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,217,202,208,208,258,311,126,128,163,119,130,257
Cash from Investing Activity,-188,0,-18,-34,-487,-189,-44,19,9,21,-76,-237
Cash from Financing Activity,-28,-189,-204,-151,205,-123,-82,-145,-174,-141,-48,-15
Net Cash Flow,1,12,-14,23,-24,-1,0,2,-1,-2,6,5
